activity,f1,rate,split,csv_path
jogging (sidesteps),0.948187,6,loso_sbj_8,logs/deepconvlstm/50hz/loso_sbj_8/per_class_metrics_loso_sbj_8_6hz.csv
jogging (skipping),0.975962,6,loso_sbj_8,logs/deepconvlstm/50hz/loso_sbj_8/per_class_metrics_loso_sbj_8_6hz.csv
lunges,0.577287,6,loso_sbj_8,logs/deepconvlstm/50hz/loso_sbj_8/per_class_metrics_loso_sbj_8_6hz.csv
lunges (complex),0.000000,6,loso_sbj_8,logs/deepconvlstm/50hz/loso_sbj_8/per_class_metrics_loso_sbj_8_6hz.csv
push-ups,0.733728,6,loso_sbj_8,logs/deepconvlstm/50hz/loso_sbj_8/per_class_metrics_loso_sbj_8_6hz.csv
push-ups (complex),0.593939,6,loso_sbj_8,logs/deepconvlstm/50hz/loso_sbj_8/per_class_metrics_loso_sbj_8_6hz.csv
sit-ups,0.727273,6,loso_sbj_8,logs/deepconvlstm/50hz/loso_sbj_8/per_class_metrics_loso_sbj_8_6hz.csv
sit-ups (complex),0.822811,6,loso_sbj_8,logs/deepconvlstm/50hz/loso_sbj_8/per_class_metrics_loso_sbj_8_6hz.csv
stretching (hamstrings),0.892857,6,loso_sbj_8,logs/deepconvlstm/50hz/loso_sbj_8/per_class_metrics_loso_sbj_8_6hz.csv
stretching (lumbar rotation),0.907029,6,loso_sbj_8,logs/deepconvlstm/50hz/loso_sbj_8/per_class_metrics_loso_sbj_8_6hz.csv
stretching (lunging),0.919315,6,loso_sbj_8,logs/deepconvlstm/50hz/loso_sbj_8/per_class_metrics_loso_sbj_8_6hz.csv
stretching (shoulders),0.865604,6,loso_sbj_8,logs/deepconvlstm/50hz/loso_sbj_8/per_class_metrics_loso_sbj_8_6hz.csv
stretching (triceps),0.948229,6,loso_sbj_8,logs/deepconvlstm/50hz/loso_sbj_8/per_class_metrics_loso_sbj_8_6hz.csv
null,0.697976,12,loso_sbj_8,logs/deepconvlstm/50hz/loso_sbj_8/per_class_metrics_loso_sbj_8_12hz.csv
bench-dips,0.821739,12,loso_sbj_8,logs/deepconvlstm/50hz/loso_sbj_8/per_class_metrics_loso_sbj_8_12hz.csv
burpees,0.789588,12,loso_sbj_8,logs/deepconvlstm/50hz/loso_sbj_8/per_class_metrics_loso_sbj_8_12hz.csv
jogging,0.971129,12,loso_sbj_8,logs/deepconvlstm/50hz/loso_sbj_8/per_class_metrics_loso_sbj_8_12hz.csv
jogging (butt-kicks),0.976000,12,loso_sbj_8,logs/deepconvlstm/50hz/loso_sbj_8/per_class_metrics_loso_sbj_8_12hz.csv
jogging (rotating arms),0.958838,12,loso_sbj_8,logs/deepconvlstm/50hz/loso_sbj_8/per_class_metrics_loso_sbj_8_12hz.csv
jogging (sidesteps),0.953608,12,loso_sbj_8,logs/deepconvlstm/50hz/loso_sbj_8/per_class_metrics_loso_sbj_8_12hz.csv
jogging (skipping),0.973236,12,loso_sbj_8,logs/deepconvlstm/50hz/loso_sbj_8/per_class_metrics_loso_sbj_8_12hz.csv
lunges,0.576606,12,loso_sbj_8,logs/deepconvlstm/50hz/loso_sbj_8/per_class_metrics_loso_sbj_8_12hz.csv
lunges (complex),0.000000,12,loso_sbj_8,logs/deepconvlstm/50hz/loso_sbj_8/per_class_metrics_loso_sbj_8_12hz.csv
push-ups,0.741405,12,loso_sbj_8,logs/deepconvlstm/50hz/loso_sbj_8/per_class_metrics_loso_sbj_8_12hz.csv
push-ups (complex),0.614887,12,loso_sbj_8,logs/deepconvlstm/50hz/loso_sbj_8/per_class_metrics_loso_sbj_8_12hz.csv
sit-ups,0.307692,12,loso_sbj_8,logs/deepconvlstm/50hz/loso_sbj_8/per_class_metrics_loso_sbj_8_12hz.csv
sit-ups (complex),0.840449,12,loso_sbj_8,logs/deepconvlstm/50hz/loso_sbj_8/per_class_metrics_loso_sbj_8_12hz.csv
stretching (hamstrings),0.894855,12,loso_sbj_8,logs/deepconvlstm/50hz/loso_sbj_8/per_class_metrics_loso_sbj_8_12hz.csv
stretching (lumbar rotation),0.959233,12,loso_sbj_8,logs/deepconvlstm/50hz/loso_sbj_8/per_class_metrics_loso_sbj_8_12hz.csv
stretching (lunging),0.910891,12,loso_sbj_8,logs/deepconvlstm/50hz/loso_sbj_8/per_class_metrics_loso_sbj_8_12hz.csv
stretching (shoulders),0.897561,12,loso_sbj_8,logs/deepconvlstm/50hz/loso_sbj_8/per_class_metrics_loso_sbj_8_12hz.csv
stretching (triceps),0.943700,12,loso_sbj_8,logs/deepconvlstm/50hz/loso_sbj_8/per_class_metrics_loso_sbj_8_12hz.csv
null,0.688085,25,loso_sbj_8,logs/deepconvlstm/50hz/loso_sbj_8/per_class_metrics_loso_sbj_8_25hz.csv
bench-dips,0.830769,25,loso_sbj_8,logs/deepconvlstm/50hz/loso_sbj_8/per_class_metrics_loso_sbj_8_25hz.csv
burpees,0.809843,25,loso_sbj_8,logs/deepconvlstm/50hz/loso_sbj_8/per_class_metrics_loso_sbj_8_25hz.csv
jogging,0.973684,25,loso_sbj_8,logs/deepconvlstm/50hz/loso_sbj_8/per_class_metrics_loso_sbj_8_25hz.csv
jogging (butt-kicks),0.963158,25,loso_sbj_8,logs/deepconvlstm/50hz/loso_sbj_8/per_class_metrics_loso_sbj_8_25hz.csv
jogging (rotating arms),0.963680,25,loso_sbj_8,logs/deepconvlstm/50hz/loso_sbj_8/per_class_metrics_loso_sbj_8_25hz.csv
jogging (sidesteps),0.961240,25,loso_sbj_8,logs/deepconvlstm/50hz/loso_sbj_8/per_class_metrics_loso_sbj_8_25hz.csv
jogging (skipping),0.954869,25,loso_sbj_8,logs/deepconvlstm/50hz/loso_sbj_8/per_class_metrics_loso_sbj_8_25hz.csv
lunges,0.572368,25,loso_sbj_8,logs/deepconvlstm/50hz/loso_sbj_8/per_class_metrics_loso_sbj_8_25hz.csv
lunges (complex),0.017241,25,loso_sbj_8,logs/deepconvlstm/50hz/loso_sbj_8/per_class_metrics_loso_sbj_8_25hz.csv
push-ups,0.733129,25,loso_sbj_8,logs/deepconvlstm/50hz/loso_sbj_8/per_class_metrics_loso_sbj_8_25hz.csv
push-ups (complex),0.591045,25,loso_sbj_8,logs/deepconvlstm/50hz/loso_sbj_8/per_class_metrics_loso_sbj_8_25hz.csv
sit-ups,0.270968,25,loso_sbj_8,logs/deepconvlstm/50hz/loso_sbj_8/per_class_metrics_loso_sbj_8_25hz.csv
sit-ups (complex),0.821101,25,loso_sbj_8,logs/deepconvlstm/50hz/loso_sbj_8/per_class_metrics_loso_sbj_8_25hz.csv
stretching (hamstrings),0.892857,25,loso_sbj_8,logs/deepconvlstm/50hz/loso_sbj_8/per_class_metrics_loso_sbj_8_25hz.csv
stretching (lumbar rotation),0.963855,25,loso_sbj_8,logs/deepconvlstm/50hz/loso_sbj_8/per_class_metrics_loso_sbj_8_25hz.csv
stretching (lunging),0.912621,25,loso_sbj_8,logs/deepconvlstm/50hz/loso_sbj_8/per_class_metrics_loso_sbj_8_25hz.csv
stretching (shoulders),0.912621,25,loso_sbj_8,logs/deepconvlstm/50hz/loso_sbj_8/per_class_metrics_loso_sbj_8_25hz.csv
stretching (triceps),0.941176,25,loso_sbj_8,logs/deepconvlstm/50hz/loso_sbj_8/per_class_metrics_loso_sbj_8_25hz.csv
null,0.636701,50,loso_sbj_8,logs/deepconvlstm/50hz/loso_sbj_8/per_class_metrics_loso_sbj_8.csv
bench-dips,0.860412,50,loso_sbj_8,logs/deepconvlstm/50hz/loso_sbj_8/per_class_metrics_loso_sbj_8.csv
burpees,0.729459,50,loso_sbj_8,logs/deepconvlstm/50hz/loso_sbj_8/per_class_metrics_loso_sbj_8.csv
jogging,0.970976,50,loso_sbj_8,logs/deepconvlstm/50hz/loso_sbj_8/per_class_metrics_loso_sbj_8.csv
jogging (butt-kicks),0.983871,50,loso_sbj_8,logs/deepconvlstm/50hz/loso_sbj_8/per_class_metrics_loso_sbj_8.csv
jogging (rotating arms),0.949640,50,loso_sbj_8,logs/deepconvlstm/50hz/loso_sbj_8/per_class_metrics_loso_sbj_8.csv
jogging (sidesteps),0.962366,50,loso_sbj_8,logs/deepconvlstm/50hz/loso_sbj_8/per_class_metrics_loso_sbj_8.csv
jogging (skipping),0.959036,50,loso_sbj_8,logs/deepconvlstm/50hz/loso_sbj_8/per_class_metrics_loso_sbj_8.csv
lunges,0.529586,50,loso_sbj_8,logs/deepconvlstm/50hz/loso_sbj_8/per_class_metrics_loso_sbj_8.csv
lunges (complex),0.000000,50,loso_sbj_8,logs/deepconvlstm/50hz/loso_sbj_8/per_class_metrics_loso_sbj_8.csv
push-ups,0.769470,50,loso_sbj_8,logs/deepconvlstm/50hz/loso_sbj_8/per_class_metrics_loso_sbj_8.csv
push-ups (complex),0.655462,50,loso_sbj_8,logs/deepconvlstm/50hz/loso_sbj_8/per_class_metrics_loso_sbj_8.csv
sit-ups,0.837529,50,loso_sbj_8,logs/deepconvlstm/50hz/loso_sbj_8/per_class_metrics_loso_sbj_8.csv
sit-ups (complex),0.848233,50,loso_sbj_8,logs/deepconvlstm/50hz/loso_sbj_8/per_class_metrics_loso_sbj_8.csv
stretching (hamstrings),0.884444,50,loso_sbj_8,logs/deepconvlstm/50hz/loso_sbj_8/per_class_metrics_loso_sbj_8.csv
stretching (lumbar rotation),0.947867,50,loso_sbj_8,logs/deepconvlstm/50hz/loso_sbj_8/per_class_metrics_loso_sbj_8.csv
stretching (lunging),0.868932,50,loso_sbj_8,logs/deepconvlstm/50hz/loso_sbj_8/per_class_metrics_loso_sbj_8.csv
stretching (shoulders),0.821978,50,loso_sbj_8,logs/deepconvlstm/50hz/loso_sbj_8/per_class_metrics_loso_sbj_8.csv
stretching (triceps),0.927224,50,loso_sbj_8,logs/deepconvlstm/50hz/loso_sbj_8/per_class_metrics_loso_sbj_8.csv
null,0.386892,6,loso_sbj_9,logs/deepconvlstm/50hz/loso_sbj_9/per_class_metrics_loso_sbj_9_6hz.csv
bench-dips,0.000000,6,loso_sbj_9,logs/deepconvlstm/50hz/loso_sbj_9/per_class_metrics_loso_sbj_9_6hz.csv
burpees,0.458716,6,loso_sbj_9,logs/deepconvlstm/50hz/loso_sbj_9/per_class_metrics_loso_sbj_9_6hz.csv
jogging,0.000000,6,loso_sbj_9,logs/deepconvlstm/50hz/loso_sbj_9/per_class_metrics_loso_sbj_9_6hz.csv
jogging (butt-kicks),0.831461,6,loso_sbj_9,logs/deepconvlstm/50hz/loso_sbj_9/per_class_metrics_loso_sbj_9_6hz.csv
jogging (rotating arms),0.000000,6,loso_sbj_9,logs/deepconvlstm/50hz/loso_sbj_9/per_class_metrics_loso_sbj_9_6hz.csv
jogging (sidesteps),0.404930,6,loso_sbj_9,logs/deepconvlstm/50hz/loso_sbj_9/per_class_metrics_loso_sbj_9_6hz.csv
jogging (skipping),0.432348,6,loso_sbj_9,logs/deepconvlstm/50hz/loso_sbj_9/per_class_metrics_loso_sbj_9_6hz.csv
lunges,0.220979,6,loso_sbj_9,logs/deepconvlstm/50hz/loso_sbj_9/per_class_metrics_loso_sbj_9_6hz.csv
lunges (complex),0.497696,6,loso_sbj_9,logs/deepconvlstm/50hz/loso_sbj_9/per_class_metrics_loso_sbj_9_6hz.csv
push-ups,0.265193,6,loso_sbj_9,logs/deepconvlstm/50hz/loso_sbj_9/per_class_metrics_loso_sbj_9_6hz.csv
push-ups (complex),0.458150,6,loso_sbj_9,logs/deepconvlstm/50hz/loso_sbj_9/per_class_metrics_loso_sbj_9_6hz.csv
sit-ups,0.000000,6,loso_sbj_9,logs/deepconvlstm/50hz/loso_sbj_9/per_class_metrics_loso_sbj_9_6hz.csv
sit-ups (complex),0.008511,6,loso_sbj_9,logs/deepconvlstm/50hz/loso_sbj_9/per_class_metrics_loso_sbj_9_6hz.csv
stretching (hamstrings),0.535385,6,loso_sbj_9,logs/deepconvlstm/50hz/loso_sbj_9/per_class_metrics_loso_sbj_9_6hz.csv
stretching (lumbar rotation),0.905028,6,loso_sbj_9,logs/deepconvlstm/50hz/loso_sbj_9/per_class_metrics_loso_sbj_9_6hz.csv
stretching (lunging),0.000000,6,loso_sbj_9,logs/deepconvlstm/50hz/loso_sbj_9/per_class_metrics_loso_sbj_9_6hz.csv
stretching (shoulders),0.582133,6,loso_sbj_9,logs/deepconvlstm/50hz/loso_sbj_9/per_class_metrics_loso_sbj_9_6hz.csv
stretching (triceps),0.290456,6,loso_sbj_9,logs/deepconvlstm/50hz/loso_sbj_9/per_class_metrics_loso_sbj_9_6hz.csv
null,0.440367,12,loso_sbj_9,logs/deepconvlstm/50hz/loso_sbj_9/per_class_metrics_loso_sbj_9_12hz.csv
bench-dips,0.000000,12,loso_sbj_9,logs/deepconvlstm/50hz/loso_sbj_9/per_class_metrics_loso_sbj_9_12hz.csv
burpees,0.573840,12,loso_sbj_9,logs/deepconvlstm/50hz/loso_sbj_9/per_class_metrics_loso_sbj_9_12hz.csv
jogging,0.000000,12,loso_sbj_9,logs/deepconvlstm/50hz/loso_sbj_9/per_class_metrics_loso_sbj_9_12hz.csv
jogging (butt-kicks),0.931034,12,loso_sbj_9,logs/deepconvlstm/50hz/loso_sbj_9/per_class_metrics_loso_sbj_9_12hz.csv
jogging (rotating arms),0.000000,12,loso_sbj_9,logs/deepconvlstm/50hz/loso_sbj_9/per_class_metrics_loso_sbj_9_12hz.csv
jogging (sidesteps),0.344371,12,loso_sbj_9,logs/deepconvlstm/50hz/loso_sbj_9/per_class_metrics_loso_sbj_9_12hz.csv
jogging (skipping),0.520930,12,loso_sbj_9,logs/deepconvlstm/50hz/loso_sbj_9/per_class_metrics_loso_sbj_9_12hz.csv
lunges,0.223214,12,loso_sbj_9,logs/deepconvlstm/50hz/loso_sbj_9/per_class_metrics_loso_sbj_9_12hz.csv
lunges (complex),0.439353,12,loso_sbj_9,logs/deepconvlstm/50hz/loso_sbj_9/per_class_metrics_loso_sbj_9_12hz.csv
push-ups,0.297872,12,loso_sbj_9,logs/deepconvlstm/50hz/loso_sbj_9/per_class_metrics_loso_sbj_9_12hz.csv
push-ups (complex),0.441860,12,loso_sbj_9,logs/deepconvlstm/50hz/loso_sbj_9/per_class_metrics_loso_sbj_9_12hz.csv
sit-ups,0.000000,12,loso_sbj_9,logs/deepconvlstm/50hz/loso_sbj_9/per_class_metrics_loso_sbj_9_12hz.csv
sit-ups (complex),0.008584,12,loso_sbj_9,logs/deepconvlstm/50hz/loso_sbj_9/per_class_metrics_loso_sbj_9_12hz.csv
stretching (hamstrings),0.516517,12,loso_sbj_9,logs/deepconvlstm/50hz/loso_sbj_9/per_class_metrics_loso_sbj_9_12hz.csv
stretching (lumbar rotation),0.875000,12,loso_sbj_9,logs/deepconvlstm/50hz/loso_sbj_9/per_class_metrics_loso_sbj_9_12hz.csv
stretching (lunging),0.000000,12,loso_sbj_9,logs/deepconvlstm/50hz/loso_sbj_9/per_class_metrics_loso_sbj_9_12hz.csv
stretching (shoulders),0.577259,12,loso_sbj_9,logs/deepconvlstm/50hz/loso_sbj_9/per_class_metrics_loso_sbj_9_12hz.csv
stretching (triceps),0.282158,12,loso_sbj_9,logs/deepconvlstm/50hz/loso_sbj_9/per_class_metrics_loso_sbj_9_12hz.csv
null,0.435262,25,loso_sbj_9,logs/deepconvlstm/50hz/loso_sbj_9/per_class_metrics_loso_sbj_9_25hz.csv
bench-dips,0.000000,25,loso_sbj_9,logs/deepconvlstm/50hz/loso_sbj_9/per_class_metrics_loso_sbj_9_25hz.csv
burpees,0.613734,25,loso_sbj_9,logs/deepconvlstm/50hz/loso_sbj_9/per_class_metrics_loso_sbj_9_25hz.csv
jogging,0.000000,25,loso_sbj_9,logs/deepconvlstm/50hz/loso_sbj_9/per_class_metrics_loso_sbj_9_25hz.csv
jogging (butt-kicks),0.833333,25,loso_sbj_9,logs/deepconvlstm/50hz/loso_sbj_9/per_class_metrics_loso_sbj_9_25hz.csv
jogging (rotating arms),0.000000,25,loso_sbj_9,logs/deepconvlstm/50hz/loso_sbj_9/per_class_metrics_loso_sbj_9_25hz.csv
jogging (sidesteps),0.349206,25,loso_sbj_9,logs/deepconvlstm/50hz/loso_sbj_9/per_class_metrics_loso_sbj_9_25hz.csv
jogging (skipping),0.435233,25,loso_sbj_9,logs/deepconvlstm/50hz/loso_sbj_9/per_class_metrics_loso_sbj_9_25hz.csv
lunges,0.462203,25,loso_sbj_9,logs/deepconvlstm/50hz/loso_sbj_9/per_class_metrics_loso_sbj_9_25hz.csv
lunges (complex),0.513138,25,loso_sbj_9,logs/deepconvlstm/50hz/loso_sbj_9/per_class_metrics_loso_sbj_9_25hz.csv
push-ups,0.352584,25,loso_sbj_9,logs/deepconvlstm/50hz/loso_sbj_9/per_class_metrics_loso_sbj_9_25hz.csv
push-ups (complex),0.421569,25,loso_sbj_9,logs/deepconvlstm/50hz/loso_sbj_9/per_class_metrics_loso_sbj_9_25hz.csv
sit-ups,0.000000,25,loso_sbj_9,logs/deepconvlstm/50hz/loso_sbj_9/per_class_metrics_loso_sbj_9_25hz.csv
sit-ups (complex),0.017544,25,loso_sbj_9,logs/deepconvlstm/50hz/loso_sbj_9/per_class_metrics_loso_sbj_9_25hz.csv
stretching (hamstrings),0.482085,25,loso_sbj_9,logs/deepconvlstm/50hz/loso_sbj_9/per_class_metrics_loso_sbj_9_25hz.csv
stretching (lumbar rotation),0.885942,25,loso_sbj_9,logs/deepconvlstm/50hz/loso_sbj_9/per_class_metrics_loso_sbj_9_25hz.csv
stretching (lunging),0.000000,25,loso_sbj_9,logs/deepconvlstm/50hz/loso_sbj_9/per_class_metrics_loso_sbj_9_25hz.csv
stretching (shoulders),0.580460,25,loso_sbj_9,logs/deepconvlstm/50hz/loso_sbj_9/per_class_metrics_loso_sbj_9_25hz.csv
stretching (triceps),0.345382,25,loso_sbj_9,logs/deepconvlstm/50hz/loso_sbj_9/per_class_metrics_loso_sbj_9_25hz.csv
null,0.460217,50,loso_sbj_9,logs/deepconvlstm/50hz/loso_sbj_9/per_class_metrics_loso_sbj_9.csv
bench-dips,0.000000,50,loso_sbj_9,logs/deepconvlstm/50hz/loso_sbj_9/per_class_metrics_loso_sbj_9.csv
burpees,0.592593,50,loso_sbj_9,logs/deepconvlstm/50hz/loso_sbj_9/per_class_metrics_loso_sbj_9.csv
jogging,0.000000,50,loso_sbj_9,logs/deepconvlstm/50hz/loso_sbj_9/per_class_metrics_loso_sbj_9.csv
jogging (butt-kicks),0.828194,50,loso_sbj_9,logs/deepconvlstm/50hz/loso_sbj_9/per_class_metrics_loso_sbj_9.csv
jogging (rotating arms),0.000000,50,loso_sbj_9,logs/deepconvlstm/50hz/loso_sbj_9/per_class_metrics_loso_sbj_9.csv
jogging (sidesteps),0.470825,50,loso_sbj_9,logs/deepconvlstm/50hz/loso_sbj_9/per_class_metrics_loso_sbj_9.csv
jogging (skipping),0.495601,50,loso_sbj_9,logs/deepconvlstm/50hz/loso_sbj_9/per_class_metrics_loso_sbj_9.csv
lunges,0.427807,50,loso_sbj_9,logs/deepconvlstm/50hz/loso_sbj_9/per_class_metrics_loso_sbj_9.csv
lunges (complex),0.518868,50,loso_sbj_9,logs/deepconvlstm/50hz/loso_sbj_9/per_class_metrics_loso_sbj_9.csv
push-ups,0.349296,50,loso_sbj_9,logs/deepconvlstm/50hz/loso_sbj_9/per_class_metrics_loso_sbj_9.csv
push-ups (complex),0.417690,50,loso_sbj_9,logs/deepconvlstm/50hz/loso_sbj_9/per_class_metrics_loso_sbj_9.csv
sit-ups,0.000000,50,loso_sbj_9,logs/deepconvlstm/50hz/loso_sbj_9/per_class_metrics_loso_sbj_9.csv
sit-ups (complex),0.017544,50,loso_sbj_9,logs/deepconvlstm/50hz/loso_sbj_9/per_class_metrics_loso_sbj_9.csv
stretching (hamstrings),0.504559,50,loso_sbj_9,logs/deepconvlstm/50hz/loso_sbj_9/per_class_metrics_loso_sbj_9.csv
stretching (lumbar rotation),0.883978,50,loso_sbj_9,logs/deepconvlstm/50hz/loso_sbj_9/per_class_metrics_loso_sbj_9.csv
stretching (lunging),0.000000,50,loso_sbj_9,logs/deepconvlstm/50hz/loso_sbj_9/per_class_metrics_loso_sbj_9.csv
stretching (shoulders),0.604167,50,loso_sbj_9,logs/deepconvlstm/50hz/loso_sbj_9/per_class_metrics_loso_sbj_9.csv
stretching (triceps),0.593857,50,loso_sbj_9,logs/deepconvlstm/50hz/loso_sbj_9/per_class_metrics_loso_sbj_9.csv
null,0.496053,6,loso_sbj_10,logs/deepconvlstm/50hz/loso_sbj_10/per_class_metrics_loso_sbj_10_6hz.csv
bench-dips,0.313570,6,loso_sbj_10,logs/deepconvlstm/50hz/loso_sbj_10/per_class_metrics_loso_sbj_10_6hz.csv
burpees,0.423780,6,loso_sbj_10,logs/deepconvlstm/50hz/loso_sbj_10/per_class_metrics_loso_sbj_10_6hz.csv
jogging,0.867749,6,loso_sbj_10,logs/deepconvlstm/50hz/loso_sbj_10/per_class_metrics_loso_sbj_10_6hz.csv
jogging (butt-kicks),0.631783,6,loso_sbj_10,logs/deepconvlstm/50hz/loso_sbj_10/per_class_metrics_loso_sbj_10_6hz.csv
jogging (rotating arms),0.759657,6,loso_sbj_10,logs/deepconvlstm/50hz/loso_sbj_10/per_class_metrics_loso_sbj_10_6hz.csv
jogging (sidesteps),0.648739,6,loso_sbj_10,logs/deepconvlstm/50hz/loso_sbj_10/per_class_metrics_loso_sbj_10_6hz.csv
jogging (skipping),0.916923,6,loso_sbj_10,logs/deepconvlstm/50hz/loso_sbj_10/per_class_metrics_loso_sbj_10_6hz.csv
lunges,0.739496,6,loso_sbj_10,logs/deepconvlstm/50hz/loso_sbj_10/per_class_metrics_loso_sbj_10_6hz.csv
lunges (complex),0.461964,6,loso_sbj_10,logs/deepconvlstm/50hz/loso_sbj_10/per_class_metrics_loso_sbj_10_6hz.csv
push-ups,0.540084,6,loso_sbj_10,logs/deepconvlstm/50hz/loso_sbj_10/per_class_metrics_loso_sbj_10_6hz.csv
push-ups (complex),0.398892,6,loso_sbj_10,logs/deepconvlstm/50hz/loso_sbj_10/per_class_metrics_loso_sbj_10_6hz.csv
sit-ups,0.743902,6,loso_sbj_10,logs/deepconvlstm/50hz/loso_sbj_10/per_class_metrics_loso_sbj_10_6hz.csv
sit-ups (complex),0.553846,6,loso_sbj_10,logs/deepconvlstm/50hz/loso_sbj_10/per_class_metrics_loso_sbj_10_6hz.csv
stretching (hamstrings),0.684124,6,loso_sbj_10,logs/deepconvlstm/50hz/loso_sbj_10/per_class_metrics_loso_sbj_10_6hz.csv
stretching (lumbar rotation),0.577708,6,loso_sbj_10,logs/deepconvlstm/50hz/loso_sbj_10/per_class_metrics_loso_sbj_10_6hz.csv
stretching (lunging),0.803235,6,loso_sbj_10,logs/deepconvlstm/50hz/loso_sbj_10/per_class_metrics_loso_sbj_10_6hz.csv
stretching (shoulders),0.000000,6,loso_sbj_10,logs/deepconvlstm/50hz/loso_sbj_10/per_class_metrics_loso_sbj_10_6hz.csv
stretching (triceps),0.878173,6,loso_sbj_10,logs/deepconvlstm/50hz/loso_sbj_10/per_class_metrics_loso_sbj_10_6hz.csv
null,0.557268,12,loso_sbj_10,logs/deepconvlstm/50hz/loso_sbj_10/per_class_metrics_loso_sbj_10_12hz.csv
bench-dips,0.302222,12,loso_sbj_10,logs/deepconvlstm/50hz/loso_sbj_10/per_class_metrics_loso_sbj_10_12hz.csv
burpees,0.471299,12,loso_sbj_10,logs/deepconvlstm/50hz/loso_sbj_10/per_class_metrics_loso_sbj_10_12hz.csv
jogging,0.890443,12,loso_sbj_10,logs/deepconvlstm/50hz/loso_sbj_10/per_class_metrics_loso_sbj_10_12hz.csv
jogging (butt-kicks),0.642023,12,loso_sbj_10,logs/deepconvlstm/50hz/loso_sbj_10/per_class_metrics_loso_sbj_10_12hz.csv
jogging (rotating arms),0.807339,12,loso_sbj_10,logs/deepconvlstm/50hz/loso_sbj_10/per_class_metrics_loso_sbj_10_12hz.csv
jogging (sidesteps),0.640264,12,loso_sbj_10,logs/deepconvlstm/50hz/loso_sbj_10/per_class_metrics_loso_sbj_10_12hz.csv
jogging (skipping),0.935385,12,loso_sbj_10,logs/deepconvlstm/50hz/loso_sbj_10/per_class_metrics_loso_sbj_10_12hz.csv
lunges,0.808743,12,loso_sbj_10,logs/deepconvlstm/50hz/loso_sbj_10/per_class_metrics_loso_sbj_10_12hz.csv
lunges (complex),0.451436,12,loso_sbj_10,logs/deepconvlstm/50hz/loso_sbj_10/per_class_metrics_loso_sbj_10_12hz.csv
push-ups,0.548341,12,loso_sbj_10,logs/deepconvlstm/50hz/loso_sbj_10/per_class_metrics_loso_sbj_10_12hz.csv
push-ups (complex),0.449438,12,loso_sbj_10,logs/deepconvlstm/50hz/loso_sbj_10/per_class_metrics_loso_sbj_10_12hz.csv
sit-ups,0.802632,12,loso_sbj_10,logs/deepconvlstm/50hz/loso_sbj_10/per_class_metrics_loso_sbj_10_12hz.csv
sit-ups (complex),0.615108,12,loso_sbj_10,logs/deepconvlstm/50hz/loso_sbj_10/per_class_metrics_loso_sbj_10_12hz.csv
stretching (hamstrings),0.683007,12,loso_sbj_10,logs/deepconvlstm/50hz/loso_sbj_10/per_class_metrics_loso_sbj_10_12hz.csv
stretching (lumbar rotation),0.579114,12,loso_sbj_10,logs/deepconvlstm/50hz/loso_sbj_10/per_class_metrics_loso_sbj_10_12hz.csv
stretching (lunging),0.842667,12,loso_sbj_10,logs/deepconvlstm/50hz/loso_sbj_10/per_class_metrics_loso_sbj_10_12hz.csv
stretching (shoulders),0.000000,12,loso_sbj_10,logs/deepconvlstm/50hz/loso_sbj_10/per_class_metrics_loso_sbj_10_12hz.csv
stretching (triceps),0.857143,12,loso_sbj_10,logs/deepconvlstm/50hz/loso_sbj_10/per_class_metrics_loso_sbj_10_12hz.csv
null,0.577481,25,loso_sbj_10,logs/deepconvlstm/50hz/loso_sbj_10/per_class_metrics_loso_sbj_10_25hz.csv
bench-dips,0.191529,25,loso_sbj_10,logs/deepconvlstm/50hz/loso_sbj_10/per_class_metrics_loso_sbj_10_25hz.csv
burpees,0.465181,25,loso_sbj_10,logs/deepconvlstm/50hz/loso_sbj_10/per_class_metrics_loso_sbj_10_25hz.csv
jogging,0.866213,25,loso_sbj_10,logs/deepconvlstm/50hz/loso_sbj_10/per_class_metrics_loso_sbj_10_25hz.csv
jogging (butt-kicks),0.648330,25,loso_sbj_10,logs/deepconvlstm/50hz/loso_sbj_10/per_class_metrics_loso_sbj_10_25hz.csv
jogging (rotating arms),0.791569,25,loso_sbj_10,logs/deepconvlstm/50hz/loso_sbj_10/per_class_metrics_loso_sbj_10_25hz.csv
jogging (sidesteps),0.648557,25,loso_sbj_10,logs/deepconvlstm/50hz/loso_sbj_10/per_class_metrics_loso_sbj_10_25hz.csv
jogging (skipping),0.947368,25,loso_sbj_10,logs/deepconvlstm/50hz/loso_sbj_10/per_class_metrics_loso_sbj_10_25hz.csv
lunges,0.712166,25,loso_sbj_10,logs/deepconvlstm/50hz/loso_sbj_10/per_class_metrics_loso_sbj_10_25hz.csv
lunges (complex),0.442897,25,loso_sbj_10,logs/deepconvlstm/50hz/loso_sbj_10/per_class_metrics_loso_sbj_10_25hz.csv
push-ups,0.505952,25,loso_sbj_10,logs/deepconvlstm/50hz/loso_sbj_10/per_class_metrics_loso_sbj_10_25hz.csv
push-ups (complex),0.388060,25,loso_sbj_10,logs/deepconvlstm/50hz/loso_sbj_10/per_class_metrics_loso_sbj_10_25hz.csv
sit-ups,0.818792,25,loso_sbj_10,logs/deepconvlstm/50hz/loso_sbj_10/per_class_metrics_loso_sbj_10_25hz.csv
